property,address,price,duration,number of bedrooms
4 bedroom semi-detached duplex for rent,"  Hrc Estate, Harris Drive, VGC, Lekki, Lagos","3,500,000", per annum,4
4 bedroom terraced duplex for rent,"  Orchid Road After Buena Vista Estate, Lafiaji, Lekki, Lagos","3,500,000", per annum,4
4 bedroom terraced duplex for rent,"  Applewood 3 Estate On Harris Drive, VGC, Lekki, Lagos","3,500,000", per annum,4
1 bedroom mini flat (room and parlour) for rent,"  Nicon Town Estate, Ikate Elegushi, Lekki, Lagos","2,500,000", per annum,1
3 bedroom house for rent,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","15,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Happy Land Estate Olokunla, Sangotedo, Ajah, Lagos","2,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Wahab Street Off Isuti Road, Igando, Alimosho, Lagos","800,000", per annum,3
2 bedroom flat / apartment for rent,"  Daramola Street, Fagbile Estate, Off Isheri, Ijegun, Ikotun, Lagos","700,000", per annum,2
3 bedroom flat / apartment for rent,"  Thera Annex, Sangotedo, Ajah, Lagos","1,200,000", per annum,3
3 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","6,000,000", per annum,3
4 bedroom house for rent,"  Lekki Phase 1, Lekki, Lagos","15,000,000", per annum,4
2 bedroom flat / apartment for rent,"  Lekki Scheme 2, Ajah, Lagos","1,700,000", per annum,2
4 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","15,000,000", per annum,4
3 bedroom flat / apartment for rent,"  Jabi, Abuja","8,000,000", per annum,3
2 bedroom flat / apartment for rent,"  Ogombo, Ajah, Lagos","1,200,000", per annum,2
2 bedroom flat / apartment for rent,"  Peninsula Scheme 2, Off Ogombo Road., Lekki Phase 2, Lekki, Lagos","2,000,000", per annum,2
5 bedroom terraced duplex for rent,"  Guzape District, Abuja","6,000,000", per annum,5
3 bedroom flat / apartment for rent,"  Ologolo, Lekki, Lagos","3,500,000", per annum,3
1 bedroom mini flat (room and parlour) for rent,"  Ogombo, Ajah, Lagos","700,000", per annum,1
3 bedroom flat / apartment for rent,"  Off Durosinmi Etti, Lekki Phase 1, Lekki, Lagos","4,500,000", per annum,3
1 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","6,500,000", per annum,1
1 bedroom mini flat (room and parlour) for rent,"  Lekki Phase 1, Lekki, Lagos","4,000,000", per annum,1
2 bedroom flat / apartment for rent,"  Ogombo, Ajah, Lagos","1,000,000", per annum,2
1 bedroom mini flat (room and parlour) for rent,"  Ogombo, Ajah, Lagos","650,000", per annum,1
2 bedroom flat / apartment for rent,"  Ikate, Lekki, Lagos","3,000,000", per annum,2
2 bedroom flat / apartment for rent,"  Chisco, Ikate Elegushi, Lekki, Lagos","2,500,000", per annum,2
2 bedroom flat / apartment for rent,"  Ojokoro New Town Estate, Agric, Ikorodu, Lagos","700,000", per annum,2
2 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","7,000,000", per annum,2
4 bedroom terraced duplex for rent,"  Orchid Hotel Road, Lekki, Lagos","4,000,000", per annum,4
Self contain (single rooms) for rent,"  Cluster One Estate, Lekki County, Lekki Expressway, Lekki, Lagos","450,000", per annum,1
3 bedroom flat / apartment for rent,"  Banana Island, Ikoyi, Lagos","18,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Victoria Island Extension, Victoria Island (VI), Lagos","45,000", per annum,3
3 bedroom flat / apartment for rent,"  Ikoyi, Lagos","17,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Banana Island, Ikoyi, Lagos","35,000,000", per annum,3
2 bedroom flat / apartment for rent,"  Ikoyi, Lagos","50,000", per annum,2
3 bedroom house for rent,"  Off Bourdilon, Ikoyi, Lagos","8,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Ikoyi, Lagos","75,000", per annum,3
3 bedroom flat / apartment for rent,"  By Imax Cenema, Lekki Phase 1, Lekki, Lagos","10,000,000", per annum,3
2 bedroom flat / apartment for rent,"  Bahamas Garden Opposite Abraham Adesnay, Ajah, Lagos","2,200,000", per annum,2
2 bedroom flat / apartment for rent,"  Osapa, Lekki, Lagos","3,000,000", per annum,2
Self contain (single rooms) for rent,"  Victoria Bay Estate, Orchid Road, Lekki, Lagos","900,000", per annum,1
4 bedroom semi-detached duplex for rent,"  Old Ikoyi, Ikoyi, Lagos","20,000,000", per annum,4
4 bedroom terraced duplex for rent,"  Jahi, Abuja","7,000,000", per annum,4
3 bedroom house for rent,"  Off Ajose Adeogun, Victoria Island (VI), Lagos","9,500,000", per annum,3
2 bedroom flat / apartment for rent,"  Fourth Court Estate, Sangotedo, Ajah, Lagos","2,200,000", per annum,2
3 bedroom flat / apartment for rent,"  Off Keffi Street South West, Ikoyi, Lagos","6,000,000", per annum,3
2 bedroom flat / apartment for rent,"  Osapa, Lekki, Lagos","3,200,000", per annum,2
5 bedroom detached duplex for rent,"  Ikota, Lekki, Lagos","5,000,000", per annum,5
1 bedroom mini flat (room and parlour) for rent,"  Off Lawanson Road, Lawanson, Surulere, Lagos","600,000", per annum,1
2 bedroom flat / apartment for rent,"  Ikate, Lekki, Lagos","5,800,000", per annum,2
2 bedroom flat / apartment for rent,"  Golden Estate Lbs Lekki, Ajah, Lagos","2,000,000", per annum,2
3 bedroom terraced duplex for rent,"  Ikate, Lekki, Lagos","6,500,000", per annum,3
3 bedroom flat / apartment for rent,"  Ikoyi, Lagos","10,000,000", per annum,3
5 bedroom detached duplex for rent,"  Banana Island, Ikoyi, Lagos","30,000,000", per annum,5
1 bedroom mini flat (room and parlour) for rent,"  Off Providence Street, Lekki Phase 1, Lekki, Lagos","2,500,000", per annum,1
4 bedroom terraced duplex for rent,"  Lekki Phase 1, Lekki, Lagos","9,000,000", per annum,4
2 bedroom house for rent,"  Akins Estate, Ajah, Lagos","800,000", per annum,2
5 bedroom semi-detached duplex for rent,"  Adeniyi Jones, Ikeja, Lagos","10,000,000", per annum,5
Office space for rent,"  Allen, Ikeja, Lagos","40,000", per square meter / per annum,Office Space
1 bedroom mini flat (room and parlour) for rent,"  Lekki Phase 1, Lekki, Lagos","2,300,000", per annum,1
5 bedroom semi-detached duplex for rent,"  Ikeja GRA, Ikeja, Lagos","25,000,000", per annum,5
Office space for rent,"  Ikeja, Lagos","25,000,000", per annum,Office Space
1 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","6,500,000", per annum,1
4 bedroom terraced duplex for rent,"  Katampe Extension, Katampe, Abuja","7,000,000", per annum,4
Self contain (single rooms) for rent,"  Badore, Ajah, Lagos","400,000", per annum,1
1 bedroom mini flat (room and parlour) for rent,"  Ikate, Lekki, Lagos","3,000,000", per annum,1
4 bedroom semi-detached duplex for rent,"  Wuse 2, Abuja","15,000,000", per annum,4
8 bedroom detached duplex for rent,"  Wuse 2, Abuja","75,000,000", per annum,8
4 bedroom semi-detached duplex for rent,"  Diplomatic Zone, Katampe Extension, Katampe, Abuja","6,000,000", per annum,4
1 bedroom house for rent,"  Apo, Wumba, Abuja","500,000", per annum,1
5 bedroom terraced duplex for rent,"  Maitama, Maitama District, Abuja","25,000,000", per annum,5
1 bedroom mini flat (room and parlour) for rent,"  Seaside Estate, Badore, Ajah, Lagos","650,000", per annum,1
Self contain (single rooms) for rent,"  Ado, Ajah, Lagos","350,000", per annum,1
Office space for rent,"  Off Awolowo Way, Ikeja, Lagos","600,000", per annum,Office Space
3 bedroom house for rent,"  Maitama District, Abuja","80,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Oniru, Victoria Island (VI), Lagos","6,000,000", per annum,3
5 bedroom detached duplex for rent,"  Guzape District, Abuja","50,000,000", per annum,5
4 bedroom detached duplex for rent,"  Katampe Extension, Katampe, Abuja","12,000,000", per annum,4
2 bedroom flat / apartment for rent,"  FO1 Layout, Kubwa, Abuja","1,800,000", per annum,2
3 bedroom flat / apartment for rent,"  Off Bourdillon, Ikoyi, Lagos","18,000,000", per annum,3
2 bedroom flat / apartment for rent,"  Peninsular Gardens Estate, Ajah, Lagos","1,500,000", per annum,2
Self contain (single rooms) for rent,"  Peninsular Gardens Estate, Ajah, Lagos","1,000,000", per annum,1
3 bedroom flat / apartment for rent,"  Off Gerard Road, Ikoyi, Lagos","10,000,000", per annum,3
5 bedroom detached duplex for rent,"  G. Cappa Estate, Maryland, Lagos","16,000,000", per annum,5
4 bedroom semi-detached duplex for rent,"  Utako, Abuja","5,500,000", per annum,4
3 bedroom flat / apartment for rent,"  Utako, Abuja","3,500,000", per annum,3
3 bedroom flat / apartment for rent,"  Utako, Abuja","3,500,000", per annum,3
4 bedroom terraced duplex for rent,"  Bayview Estate, Ikate, Lekki, Lagos","7,000,000", per annum,4
2 bedroom flat / apartment for rent,"  Lekki, Lagos","3,500,000", per annum,2
4 bedroom semi-detached duplex for rent,"  Vintage Estate, Opposite Jericho Hotel, Circle Mall Road, Osapa, Lekki, Lagos","7,000,000", per annum,4
3 bedroom flat / apartment for rent,"  Ologolo, Lekki, Lagos","3,500,000", per annum,3
3 bedroom flat / apartment for rent,"  Millennium Estate, Gbagada, Lagos","4,500,000", per annum,3
3 bedroom terraced duplex for rent,"  Medina Estate, Gbagada, Lagos","4,500,000", per annum,3
2 bedroom flat / apartment for rent,"  Glory Estate, Gbagada, Lagos","2,500,000", per annum,2
3 bedroom terraced duplex for rent,"  Medina Estate, Gbagada, Lagos","5,500,000", per annum,3
4 bedroom house for rent,"  Utako, Abuja","5,500,000", per annum,4
5 bedroom semi-detached duplex for rent,"  Millennium Estate Zone A, Gbagada, Lagos","5,000,000", per annum,5
4 bedroom hotel / guest house for rent,"  Allen, Ikeja, Lagos","6,000,000", per annum,4
2 bedroom semi-detached duplex for rent,"  Lokogoma District, Abuja","2,200,000", per annum,2
2 bedroom flat / apartment for rent,"  Olonkanla, Abraham Adesuya, Ajah, Lagos","1,600,000", per annum,2
4 bedroom semi-detached duplex for rent,"  Utako, Abuja","5,500,000", per annum,4
2 bedroom flat / apartment for rent,"  Peace Ville, Thomas Estate, Ajah, Lagos","2,000,000",,2
Self contain (single rooms) for rent,"  Ikota, Lekki, Lagos","850,000", per annum,1
3 bedroom flat / apartment for rent,"  Utako, Abuja","3,500,000", per annum,3
Plaza / complex / mall for rent,"  Opebi Road/opebi Link Road, Opebi, Ikeja, Lagos","115,000", per square meter / per annum,Plaza/mall Space
3 bedroom terraced duplex for rent,"  Lekki Phase 1, Lekki, Lagos","6,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Utako, Abuja","3,500,000", per annum,3
2 bedroom flat / apartment for rent,"  Idi Araba, Surulere, Lagos","1,500,000", per annum,2
4 bedroom terraced duplex for rent,"  Jahi, Abuja","6,000,000", per annum,4
2 bedroom flat / apartment for rent,"  Villa Estate, Ikota, Lekki, Lagos","2,300,000", per annum,2
6 bedroom detached duplex for rent,"  Gwarinpa Extension, Gwarinpa, Abuja","250,000,000", per annum,6
3 bedroom flat / apartment for rent,"  Alagomeji, Yaba, Lagos","2,500,000", per annum,3
1 bedroom mini flat (room and parlour) for rent,"  Royal Pine Estate, Orchid, Lekki, Lagos","2,400,000", per annum,1
3 bedroom terraced duplex for rent,"  Millennium Estate, Gbagada, Lagos","5,000,000", per annum,3
Self contain (single rooms) for rent,"  Second Avenue, Gwarinpa, Abuja","850,000", per annum,1
1 bedroom mini flat (room and parlour) for rent,"  Off Bashiru Shittu Avenue, GRA Phase 2, Magodo, Lagos","1,300,000", per annum,1
2 bedroom flat / apartment for rent,"  Ologolo, Lekki, Lagos","3,000,000", per annum,2
1 bedroom mini flat (room and parlour) for rent,"  Olowora, Magodo, Lagos","1,500,000", per annum,1
4 bedroom semi-detached duplex for rent,"  Osapa, Lekki, Lagos","6,500,000", per annum,4
4 bedroom semi-detached duplex for rent,"  6th Avenue, Charlie Boy, Gwarinpa, Abuja","8,000,000", per annum,4
1 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","2,400,000", per annum,1
2 bedroom flat / apartment for rent,"  Aptech Estate, Sangotedo, Ajah, Lagos","1,600,000", per annum,2
Self contain (single rooms) for rent,"  GRA, Ogudu, Lagos","800,000", per annum,1
2 bedroom flat / apartment for rent,"  Sabo, Yaba, Lagos","1,700,000", per annum,2
Office space for rent,"  Lekki 1, Lekki, Lagos","1,500,000", per annum,Office Space
4 bedroom detached duplex for rent,"  Reverend Ogunbiyi Street, Ikeja GRA, Ikeja, Lagos","16,000,000", per annum,4
3 bedroom terraced duplex for rent,"  Lekki, Lagos","4,500,000", per annum,3
2 bedroom flat / apartment for rent,"  Akesan, Igando, Ikotun, Lagos","700,000", per annum,2
4 bedroom terraced duplex for rent,"  Gbagada Phase 2, Gbagada, Lagos","6,000,000", per annum,4
3 bedroom flat / apartment for rent,"  Behind Sunshine Gardens, Sangotedo, Ajah, Lagos","1,400,000", per annum,3
2 bedroom flat / apartment for rent,"  Ikate, Lekki, Lagos","4,000,000", per annum,2
Office space for rent,"  Unity Road Off Toyin Street,, Ikeja, Lagos","900,000", per annum,Office Space
3 bedroom flat / apartment for rent,"  Ajaiye Road, Oke-ira, Ogba, Ikeja, Lagos","950,000", per annum,3
3 bedroom flat / apartment for rent,"  Area 11, Garki, Abuja","3,600,000", per annum,3
1 bedroom mini flat (room and parlour) for rent,"  Deeper Life, Ogombo, Ajah, Lagos","500,000", per annum,1
1 bedroom mini flat (room and parlour) for rent,"  Oniru, Victoria Island (VI), Lagos","3,500,000", per annum,1
2 bedroom flat / apartment for rent,"  Ikota, Lekki, Lagos","2,000,000", per annum,2
Shop for rent,"  Ogudu, Lagos","1,000,000", per annum,1
4 bedroom terraced duplex for rent,"  Orchid, Ikota, Lekki, Lagos","4,000,000", per annum,4
Self contain (single rooms) for rent,"  Chevron Drive, Lekki, Lagos","1,000,000", per annum,1
2 bedroom flat / apartment for rent,"  Oniru, Victoria Island (VI), Lagos","3,000,000", per annum,2
4 bedroom terraced duplex for rent,"  Orchid, Ikota, Lekki, Lagos","4,000,000", per annum,4
3 bedroom house for rent,"  Old Ikoyi, Ikoyi, Lagos","12,000,000", per annum,3
3 bedroom flat / apartment for rent,"  Utako, Abuja","3,500,000", per annum,3
Self contain (single rooms) for rent,"  Badore, Ajah, Lagos","350,000", per annum,1
2 bedroom flat / apartment for rent,"  Lekki Phase 1, Lekki, Lagos","7,500,000", per annum,2
5 bedroom detached duplex for rent,"  G. Cappa Estate, Maryland, Lagos","16,000,000", per annum,5
2 bedroom flat / apartment for rent,"  Behind Next Time Super Market Gra, Port Harcourt, Rivers","3,000,000", per annum,2
1 bedroom mini flat (room and parlour) for rent,"  Chevron Drive, Lekki, Lagos","1,800,000", per annum,1
2 bedroom flat / apartment for rent,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos","3,000,000", per annum,2
1 bedroom flat / apartment for rent,"  Chevron Drive, Lekki, Lagos","2,000,000", per annum,1
2 bedroom terraced duplex for rent,"  Ikate, Lekki, Lagos","5,000,000", per annum,2
2 bedroom flat / apartment for rent,"  Elf Bus Stop, Lekki, Lagos","4,500,000", per annum,2
2 bedroom flat / apartment for rent,"  Off Ajose Adeogun, Victoria Island (VI), Lagos","8,000,000", per annum,2
3 bedroom semi-detached duplex for rent,"  Alawode Street, Kilo, Surulere, Lagos","3,000,000", per annum,3
1 bedroom mini flat (room and parlour) for rent,"  Harmony Estate, Gbagada, Lagos","1,200,000",,1
1 bedroom mini flat (room and parlour) for rent,"  D Alexander Court,orchid Road, Lekki, Lagos","2,500,000", per annum,1
3 bedroom terraced duplex for rent,"  GRA, Ogudu, Lagos","3,500,000", per annum,3
Self contain (single rooms) for rent,"  By Victoria Bay Orchid Hotel Road, Lekki, Lagos","1,500,000", per annum,1
2 bedroom flat / apartment for rent,"  Ologolo, Lekki, Lagos","3,000,000", per annum,2
4 bedroom terraced duplex for rent,"  Lekki Phase 1, Lekki, Lagos","10,000,000", per annum,4
Self contain (single rooms) for rent,"  Victoria Crest 3 Orchid, Lekki Phase 2, Lekki, Lagos","1,400,000", per annum,1
4 bedroom semi-detached duplex for rent,"  Orchid Road, Lekki Phase 2, Lekki, Lagos","6,000,000", per annum,4
3 bedroom flat / apartment for rent,"  Ologolo, Lekki, Lagos","4,500,000", per annum,3
2 bedroom flat / apartment for rent,"  Thomas Estate., Ajiwe, Ajah, Lagos","2,000,000", per annum,2
2 bedroom flat / apartment for rent,"  By Blenco Supermarket, Olokonla, Ajah, Lagos","2,000,000", per annum,2
3 bedroom flat / apartment for rent,"  Valley, GRA, Ogudu, Lagos","2,500,000", per annum,3
4 bedroom semi-detached duplex for rent,"  Old Ikoyi, Ikoyi, Lagos","20,000,000", per annum,4
2 bedroom flat / apartment for rent,"  Gra, Ikota, Lekki, Lagos","2,000,000", per annum,2
3 bedroom terraced duplex for rent,"  Jahi, Abuja","6,500,000", per annum,3
Self contain (single rooms) for rent,"  Beside Nicon Town, Ikate Elegushi, Lekki, Lagos","1,500,000", per annum,1
3 bedroom flat / apartment for rent,"  Valley, GRA, Ogudu, Lagos","3,500,000", per annum,3
3 bedroom flat / apartment for rent,"  D12 Victoria Crest Iv, Lekki Phase 2, Lekki, Lagos","4,000,000", per annum,3
1 bedroom mini flat (room and parlour) for rent,"  Off, Ogudu, Lagos","900,000", per annum,1
3 bedroom flat / apartment for rent,"  Jahi, Abuja","6,000,000", per annum,3
2 bedroom flat / apartment for rent,"  Osapa London, Osapa, Lekki, Lagos","2,700,000", per annum,2
2 bedroom flat / apartment for rent,"  Osapa London, Osapa, Lekki, Lagos","2,700,000", per annum,2
4 bedroom terraced duplex for rent,"  Pinnacle, Lekki Right, Lekki Phase 1, Lekki, Lagos","8,500,000", per annum,4
